FAMILY	GENUS	SPECIES	CAAB CODE
Pomacentridae	Pomacentrus	australis	37372107
Myctophidae	Diaphus	anderseni	37122030
Gobiidae	Bathygobius	fuscus	37428068
Cirrhitidae	Cirrhitichthys	aprinus	37374001
Carangidae	Alepes	apercna	37337010
Carangidae	Alectis	ciliaris	37337018
Blenniidae	Plagiotremus	laudandus	37408075
Engraulidae	Stolephorus	andhraensis	37086011
Tetraodontidae	Lagocephalus	sceleratus	37467007
Latridae	Latridopsis	ciliaris	37378003
Pomacentridae	Plectroglyphidodon	johnstonianus	37372100
Pomacentridae	Neopomacentrus	azysron	37372087
Apogonidae	Fowleria	isostigma	37327170
Eleotridae	Butis	koilomatodon	37429014
Opistognathidae	Opistognathus	reticulatus	37388008
Etmopteridae	Etmopterus	brachyurus	37020032
Lutjanidae	Lutjanus	fulvus	37346043
Tetraodontidae	Arothron	firmamentum	37467005
Leptoscopidae	Crapatalus	munroi	37398002
Berycidae	Centroberyx	australis	37258006
Carcharhinidae	Carcharhinus	melanopterus	37018036
Pomacanthidae	Genicanthus	melanospilos	37365071
Squatinidae	Squatina	pseudocellata	37024005
Eleotridae	Bunaka	gyrinoides	37429013
Dalatiidae	Squaliolus	aliae	37020017
Girellidae	Girella	zebra	37361008
Muraenidae	Echidna	nebulosa	37060023
Labridae	Notolabrus	inscriptus	37384139
Apogonidae	Apogonichthyoides	opercularis	37327070
Apogonidae	Ostorhinchus	limenus	37327066
Carangidae	Trachurus	novaezelandiae	37337003
Pomacentridae	Chromis	opercularis	37372148
Platycephalidae	Platycephalus	caeruleopunctatus	37296007
Phosichthyidae	Vinciguerria	nimbaria	37106006
Chironemidae	Chironemus	maculosus	37375002
Pseudochromidae	Manonichthys	paranox	37313011
Apogonidae	Cercamia	eremia	37327113
Malacanthidae	Malacanthus	latovittatus	37331010
Labridae	Thalassoma	purpureum	37384169
Labridae	Siphonognathus	caninis	37385011
Myctophidae	Dasyscopelus	asper	37122009
Apogonidae	Yarica	hyalosoma	37327039
Scopelarchidae	Scopelarchus	analis	37131004
Callanthiidae	Callanthias	allporti	37311004
Scombridae	Thunnus	alalunga	37441005
Lophiidae	Lophiodes	naresi	37208004
Blenniidae	Meiacanthus	grammistes	37408005
Carcharhinidae	Carcharhinus	fitzroyensis	37018035
Sciaenidae	Atrobucca	nibe	37354011
Lethrinidae	Gymnocranius	satoi	37351023
Bregmacerotidae	Bregmaceros	nectabanus	37225005
Centrolophidae	Schedophilus	huttoni	37445003
Pomacentridae	Cheiloprion	labiatus	37372030
Atherinidae	Hypoatherina	ovalaua	37246039
Muraenidae	Gymnothorax	margaritophorus	37060042
Batrachoididae	Batrachomoeus	dubius	37205008
Melanostomiidae	Opostomias	micripnus	37109028
Myctophidae	Diaphus	perspicillatus	37122008
Gobiesocidae	Discotrema	crinophila	37206016
Exocoetidae	Cypselurus	oligolepis	37233027
Hemiramphidae	Hyporhamphus	australis	37234014
Macrouridae	Lucigadus	microlepis	37232072
Acropomatidae	Malakichthys	griseus	37311187
Labridae	Cirrhilabrus	bathyphilus	37384193
Carangidae	Uraspis	uraspis	37337020
Muraenidae	Gymnothorax	castlei	37060070
Apogonidae	Ostorhinchus	hartzfeldii	37327149
Scorpaenidae	Phenacoscorpius	longicaudalis	37287116
Macrouridae	Coelorinchus	acutirostris	37232010
Clupeidae	Sprattus	novaehollandiae	37085004
Acanthuridae	Naso	thynnoides	37437040
Pinguipedidae	Parapercis	nebulosa	37390005
Liparidae	Paraliparis	avellaneus	37307012
Liparidae	Careproctus	paxtoni	37307002
Liparidae	Paraliparis	australiensis	37307011
Macrouridae	Coelorinchus	anatirostris	37232121
Trichiuridae	Trichiurus	lepturus	37440004
Callionymidae	Repomucenus	russelli	37427022
Pinguipedidae	Parapercis	diplospilus	37390014
Caproidae	Antigonia	rhomboidea	37267006
Tetraodontidae	Arothron	caeruleopunctatus	37467066
Syngnathidae	Nannocampus	lindemanensis	37282093
Neosebastidae	Neosebastes	johnsoni	37287110
Pinguipedidae	Simipercis	trispinosa	37390027
Syngnathidae	Hippocampus	angustus	37282005
Syngnathidae	Hippocampus	montebelloensis	37282121
Syngnathidae	Hippocampus	taeniopterus	37282033
Apogonidae	Ostorhinchus	sealei	37327131
Scorpaenidae	Scorpaenodes	smithi	37287119
Caproidae	Antigonia	rubescens	37267001
Batrachoididae	Batrachomoeus	occidentalis	37205001
Chaetodontidae	Heniochus	acuminatus	37365011
Scorpididae	Scorpis	violacea	37361019
Macrouridae	Coelorinchus	kaiyomaru	37232031
Labridae	Halichoeres	miniatus	37384117
Carangidae	Caranx	melampygus	37337050
Lutjanidae	Pristipomoides	zonatus	37346056
Percophidae	Bembrops	platyrhynchus	37393016
Scorpididae	Scorpis	georgiana	37361015
Carcharhinidae	Carcharhinus	amblyrhynchos	37018030
Apogonidae	Ostorhinchus	rubrimacula	37327142
Labridae	Iniistius	dea	37384017
Mugilidae	Liza	melinoptera	37381020
Clinidae	Heteroclinus	whiteleggii	37416024
Acanthuridae	Ctenochaetus	tominiensis	37437042
Macrouridae	Coelorinchus	trachycarus	37232080
Pinguipedidae	Parapercis	schauinslandii	37390017
Nettastomatidae	Nettenchelys	gephyra	37065004
Polynemidae	Polydactylus	nigripinnis	37383001
Pteroidae	Ebosia	bleekeri	37287113
Paraulopidae	Paraulopus	longianalis	37120003
Batrachoididae	Batrachomoeus	dahli	37205007
Gobiesocidae	Diademichthys	lineatus	37206015
Serranidae	Pseudanthias	pictilis	37311122
Siganidae	Siganus	argenteus	37438007
Urolophidae	Urolophus	expansus	37038008
Pseudochromidae	Pictichromis	coralensis	37313033
Pinguipedidae	Parapercis	xanthozona	37390025
Pseudochromidae	Pictichromis	paccagnellae	37313010
Blenniidae	Enchelyurus	kraussii	37408035
Pentacerotidae	Pentaceros	decacanthus	37367004
Gobiidae	Vanderhorstia	longimanus	37428382
Bothidae	Arnoglossus	muelleri	37460030
Astronesthidae	Astronesthes	ijimai	37108015
Labridae	Halichoeres	melanurus	37384032
Syngnathidae	Hippocampus	minotaur	37282105
Hemigaleidae	Hemipristis	elongata	37018011
Gonostomatidae	Cyclothone	parapallida	37106026
Macrouridae	Kumba	gymnorhynchus	37232127
Macrouridae	Coelorinchus	amydrozosterus	37232104
Callionymidae	Neosynchiropus	ocellatus	37427032
Halosauridae	Halosaurus	ovenii	37081006
Myctophidae	Centrobranchus	nigroocellatus	37122029
Exocoetidae	Cypselurus	poecilopterus	37233010
Gobiidae	Sueviota	larsonae	37428256
Lutjanidae	Aphareus	furca	37346036
Ophichthidae	Scolecenchelys	iredalei	37068021
Ophidiidae	Neobythites	soelae	37228060
Aploactinidae	Aploactis	aspera	37290005
Oplegnathidae	Oplegnathus	woodwardi	37369002
Liparidae	Paraliparis	badius	37307013
Labridae	Iniistius	jacksonensis	37384012
Aracanidae	Anoplocapros	amygdaloides	37466015
Macrouridae	Nezumia	coheni	37232102
Exocoetidae	Cheilopogon	atrisignis	37233018
Aracanidae	Caprichthys	gymnura	37466014
Antennariidae	Abantennarius	coccineus	37210017
Grammicolepididae	Grammicolepis	brachiusculus	37265001
Gobiidae	Parkraemeria	ornata	37428217
Ogcocephalidae	Dibranchus	japonicus	37212007
Gobiidae	Trimmatom	pharus	37428347
Melanostomiidae	Eustomias	parini	37109039
Alepocephalidae	Narcetes	stomias	37114026
Labridae	Heteroscarus	acroptilus	37385010
Carangidae	Gnathanodon	speciosus	37337012
Syngnathidae	Corythoichthys	amplexus	37282047
Sparidae	Acanthopagrus	palmaris	37353014
Chaetodontidae	Chelmonops	curiosus	37365066
Chaetodontidae	Hemitaurichthys	polylepis	37365074
Gempylidae	Ruvettus	pretiosus	37439003
Scombridae	Auxis	rochei	37441027
Hemiramphidae	Euleptorhamphus	viridis	37234015
Macrouridae	Spicomacrurus	adelscotti	37232081
Ophichthidae	Scolecenchelys	godeffroyi	37068049
Gobiidae	Ctenogobiops	tangaroai	37428110
Lutjanidae	Lutjanus	rufolineatus	37346040
Macrouridae	Hymenocephalus	nascens	37232082
Gnathanacanthidae	Gnathanacanthus	goetzeei	37292002
Latidae	Hypopterus	macropterus	37310007
Serranidae	Lepidoperca	caesiopercula	37311092
Grammistidae	Aulacocephalus	temminckii	37312003
Melanostomiidae	Eustomias	vulgaris	37109038
Syngnathidae	Hippocampus	hendriki	37282125
Congridae	Bathycongrus	odontostomus	37067032
Congrogadidae	Congrogadus	spinifer	37411001
Tripterygiidae	Trianectes	bucephalus	37415027
Pomacentridae	Amblyglyphidodon	leucogaster	37372018
Lutjanidae	Lutjanus	johnii	37346030
Gobiidae	Gobiopsis	macrostomus	37428167
Acropomatidae	Verilus	anomalus	37311053
Apogonidae	Fibramia	thermalis	37327073
Ophidiidae	Neobythites	purus	37228035
Tetrarogidae	Notesthes	robusta	37287058
Monacanthidae	Acanthaluteres	brownii	37465001
Ophichthidae	Brachysomophis	henshawi	37068044
Callionymidae	Neosynchiropus	stellatus	37427053
Alepocephalidae	Narcetes	lloydi	37114016
Triacanthidae	Pseudotriacanthus	strigilifer	37464008
Macrouridae	Hymenocephalus	longibarbis	37232058
Platycephalidae	Platycephalus	chauliodous	37296039
Myctophidae	Symbolophorus	barnardi	37122007
Blenniidae	Meiacanthus	lineatus	37408053
Blenniidae	Meiacanthus	luteus	37408054
Engraulidae	Thryssa	scratchleyi	37086019
Belonidae	Strongylura	krefftii	37235009
Triglidae	Lepidotrigla	calodactyla	37288026
Gonostomatidae	Cyclothone	alba	37106014
Scatophagidae	Scatophagus	argus	37363002
Oxynotidae	Oxynotus	bruniensis	37021001
Gobiidae	Gobiodon	citrinus	37428158
Xenisthmidae	Xenisthmus	semicinctus	37429061
Barbourisiidae	Barbourisia	rufa	37134001
Bathylagidae	Melanolagus	bericoides	37098005
Monacanthidae	Brachaluteres	taylori	37465049
Pataecidae	Aetapcus	maculatus	37292004
Callionymidae	Foetorepus	delandi	37427052
Gobiidae	Trimmatom	zapotes	37428277
Oneirodidae	Chaenophryne	longiceps	37216006
Apogonidae	Pseudamia	nigra	37327109
Hemiramphidae	Arrhamphus	sclerolepis	37234006
Opistognathidae	Opistognathus	stigmosus	37388015
Carangidae	Selar	boops	37337008
Lutjanidae	Pinjalo	lewisi	37346067
Balistidae	Pseudobalistes	flavimarginatus	37465071
Pleuronectidae	Poecilopsetta	colorata	37461028
Tetrarogidae	Centropogon	marmoratus	37287102
Bothidae	Chascanopsetta	lugubris	37460049
Myctophidae	Lampanyctodes	hectoris	37122002
Myctophidae	Diaphus	luetkeni	37122035
Paralepididae	Lestrolepis	japonica	37126008
Antennariidae	Antennarius	hispidus	37210008
Labridae	Bolbometopon	muricatum	37386004
Blenniidae	Ecsenius	oculatus	37408029
Grammistidae	Grammistes	sexlineatus	37312006
Gobiidae	Cryptocentrus	caeruleomaculatus	37428096
Eleotridae	Eleotris	melanosoma	37429018
Syngnathidae	Idiotropiscis	larsonae	37282036
Drepaneidae	Drepane	punctata	37362005
Aplodactylidae	Aplodactylus	arctidens	37376001
Blenniidae	Parenchelyurus	hyena	37408070
Aracanidae	Polyplacapros	tyleri	37466021
Kyphosidae	Kyphosus	sydneyanus	37361001
Synaphobranchidae	Simenchelys	parasitica	37070005
Carcharhinidae	Carcharhinus	leucas	37018021
Labridae	Hologymnosus	longipes	37384128
Triodontidae	Triodon	macropterus	37468001
Urolophidae	Urolophus	lobatus	37038021
Labridae	Chlorurus	frontalis	37386017
Myctophidae	Lampanyctus	alatus	37122048
Lutjanidae	Lutjanus	argentimaculatus	37346015
Gobiidae	Redigobius	bikolanus	37428244
Leiognathidae	Equulites	leuciscus	37341005
Syngnathidae	Leptoichthys	fistularius	37282013
Sciaenidae	Johnius	novaeguineae	37354025
Acanthuridae	Naso	hexacanthus	37437028
Pempherididae	Pempheris	klunzingeri	37357003
Pomacentridae	Chromis	pacifica	37372032
Squalidae	Squalus	nasutus	37020040
Apogonidae	Apogon	talboti	37327076
Oneirodidae	Dermatias	platynogaster	37216007
Pomacentridae	Pomacentrus	brachialis	37372109
Bothidae	Arnoglossus	japonicus	37460034
Rajidae	Okamejei	arafurensis	37031044
Chaunacidae	Chaunax	penicillatus	37211004
Melanonidae	Melanonus	gracilis	37224015
Nemipteridae	Parascolopsis	akatamae	37347015
Triglidae	Pterygotrigla	gomoni	37288066
Apogonidae	Nectamia	luxuria	37327162
Dasyatidae	Neotrygon	ningalooensis	37035030
Himantolophidae	Himantolophus	albinares	37215002
Pomacanthidae	Genicanthus	bellus	37365090
Centrophoridae	Centrophorus	westraliensis	37020050
Scyliorhinidae	Cephaloscyllium	albipinnum	37015013
Acropomatidae	Malakichthys	mochizuki	37311184
Scorpaenidae	Sebastapistes	fowleri	37287136
Nemipteridae	Scaevius	milii	37347020
Scorpaenidae	Rhinopias	eschmeyeri	37287128
Pinguipedidae	Parapercis	flavolabiata	37390034
Apogonidae	Quinca	mirifica	37327111
Ophidiidae	Neobythites	franzi	37228057
Anacanthobatidae	Sinobatis	bulbicauda	37033001
Rajidae	Okamejei	leptoura	37031013
Melamphaidae	Poromitra	glochidiata	37251008
Myctophidae	Lobianchia	gemellarii	37122054
Clinidae	Heteroclinus	antinectes	37416018
Pegasidae	Pegasus	tetrabelos	37309004
Labridae	Iniistius	twistii	37384208
Apogonidae	Ostorhinchus	septemstriatus	37327012
Gobiidae	Trypauchenichthys	larsonae	37428409
Anacanthobatidae	Sinobatis	filicauda	37033002
Labridae	Bodianus	solatus	37384201
Soleidae	Aseraggodes	pelvicus	37462050
Acanthuridae	Naso	reticulatus	37437049
Apogonidae	Ostorhinchus	bryx	37327160
Apogonidae	Fibramia	lateralis	37327046
Apogonidae	Ozichthys	albimaculosus	37327014
Mobulidae	Mobula	eregoodoo	37041001
Muraenidae	Gymnothorax	pictus	37060015
Ophichthidae	Muraenichthys	thompsoni	37068039
Tetrabrachiidae	Tetrabrachium	ocellatum	37210010
Carcharhinidae	Carcharhinus	brevipinna	37018023
Sternoptychidae	Polyipnus	paxtoni	37107021
Clupeidae	Sardinella	lemuru	37085018
Pristiophoridae	Pristiophorus	cirratus	37023002
Melanostomiidae	Bathophilus	longipinnis	37109003
Berycidae	Centroberyx	affinis	37258003
Serranidae	Pseudanthias	fasciata	37311116
Holocentridae	Neoniphon	argenteus	37261016
Serranidae	Epinephelus	heniochus	37311019
Psychrolutidae	Psychrolutes	occidentalis	37305002
Hexatrygonidae	Hexatrygon	bickelli	37037002
Oreosomatidae	Oreosoma	atlanticum	37266002
Oreosomatidae	Neocyttus	psilorhynchus	37266006
Hoplichthyidae	Hoplichthys	haswelli	37297001
Acropomatidae	Parascombrops	philippinensis	37311028
Hexanchidae	Heptranchias	perlo	37005001
Carangidae	Seriolina	nigrofasciata	37337014
Muraenidae	Gymnothorax	longinquus	37060004
Macrouridae	Coryphaenoides	serrulatus	37232015
Serranidae	Epinephelus	lanceolatus	37311061
Microcanthidae	Microcanthus	joyceae	37361005
Melamphaidae	Poromitra	atlantica	37251004
Carangidae	Trachurus	declivis	37337002
Carangidae	Turrum	gymnostethus	37337022
Platycephalidae	Cociella	hutchinsi	37296018
Ambassidae	Ambassis	nalua	37310005
Serranidae	Epinephelus	epistictus	37311046
Moridae	Physiculus	nigrescens	37224025
Syngnathidae	Campichthys	tricarinatus	37282040
Apogonidae	Ostorhinchus	properuptus	37327072
Mobulidae	Mobula	thurstoni	37041003
Platycephalidae	Platycephalus	grandispinis	37296036
Priacanthidae	Pristigenys	niphonia	37326006
Carangidae	Ferdauia	ferdau	37337068
Carangidae	Trachurus	murphyi	37337077
Giganturidae	Gigantura	chuni	37139001
Ariidae	Plicofollis	argyropleuron	37188003
Pinguipedidae	Parapercis	queenslandica	37390011
Labridae	Anampses	neoguinaicus	37384050
Phosichthyidae	Woodsia	nonsuchae	37106024
Dactylopteridae	Dactyloptena	tiltoni	37308005
Scorpididae	Scorpis	aequipinnis	37361004
Pentacerotidae	Pseudopentaceros	richardsoni	37367009
Kuhliidae	Kuhlia	munda	37323003
Labridae	Anampses	twistii	37384051
Lutjanidae	Symphorus	nematophorus	37346017
Scombrolabracidae	Scombrolabrax	heterolepis	37439015
Chaetodontidae	Chaetodon	reticulatus	37365054
Centrolophidae	Hyperoglyphe	antarctica	37445001
Nemipteridae	Scolopsis	xenochrous	37347035
Macrouridae	Coelorinchus	kermadecus	37232040
Syngnathidae	Phoxocampus	diacanthus	37282096
Syngnathidae	Vanacampus	vercoi	37282103
Macrouridae	Spicomacrurus	kuronumai	37232057
Gobiidae	Discordipinna	griessingeri	37428111
Gobiidae	Arenigobius	bifrenatus	37428008
Paralichthyidae	Pseudorhombus	arsius	37460009
Synanceiidae	Erosa	erosa	37287022
Tripterygiidae	Enneapterygius	bahasa	37415035
Tripterygiidae	Enneapterygius	mirabilis	37415042
Nomeidae	Cubiceps	baxteri	37446006
Ostraciidae	Ostracion	solorensis	37466020
Serranidae	Serranocirrhitus	latus	37311130
Serranidae	Acanthistius	cinctus	37311131
Lutjanidae	Symphorichthys	spilurus	37346052
Plesiopidae	Calloplesiops	altivelis	37316005
Microdesmidae	Parioglossus	palustris	37435012
Paralichthyidae	Pseudorhombus	tenuirastrum	37460031
Plesiopidae	Plesiops	corallicola	37316014
Acanthuridae	Ctenochaetus	striatus	37437022
Gempylidae	Paradiplospinus	gracilis	37439005
Labridae	Wetmorella	nigropinnata	37384174
Monacanthidae	Aluterus	scriptus	37465045
Girellidae	Girella	tephraeops	37361017
Chaetodontidae	Chaetodon	citrinellus	37365036
Lutjanidae	Paracaesio	kusakarii	37346060
Bothidae	Arnoglossus	bassensis	37460029
Tetraodontidae	Torquigener	hicksi	37467026
Labridae	Scarus	oviceps	37386022
Lethrinidae	Lethrinus	laticaudis	37351006
Soleidae	Zebrias	munroi	37462039
Merlucciidae	Merluccius	australis	37227002
Plesiopidae	Trachinops	taeniatus	37316018
Lutjanidae	Lutjanus	vitta	37346003
Macrouridae	Nezumia	merretti	37232089
Macrouridae	Pseudonezumia	pusilla	37232091
Tetraodontidae	Tetraodon	erythrotaenia	37467031
Polynemidae	Parapolynemus	verekeri	37383011
Retropinnidae	Retropinna	semoni	37101001
Soleidae	Zebrias	quagga	37462004
Serranidae	Lepidoperca	tasmanica	37311038
Pleuronectidae	Azygopus	pinnifasciatus	37461002
Pomacentridae	Chromis	amboinensis	37372034
Pomacentridae	Chromis	elerae	37372041
Triacanthidae	Triacanthus	biaculeatus	37464002
Champsodontidae	Champsodon	machaeratus	37401007
Labridae	Achoerodus	gouldii	37384002
Tetrarogidae	Centropogon	latifrons	37287094
Sternoptychidae	Polyipnus	elongatus	37107014
Gobiidae	Valenciennea	helsdingenii	37428280
Gobiidae	Yoga	pyrops	37428292
Hemerocoetidae	Squamicreedia	obtusa	37393011
Monacanthidae	Monacanthus	chinensis	37465009
Labridae	Scarus	globiceps	37386018
Labridae	Cirrhilabrus	scottorum	37384084
Mugilidae	Liza	argentea	37381004
Congridae	Gorgasia	galzini	37067025
Gobiidae	Gobiodon	heterospilos	37428159
Tetraodontidae	Torquigener	hypselogeneion	37467058
Muraenidae	Anarchias	seychellensis	37060022
Chaetodontidae	Coradion	altivelis	37365018
Scorpaenidae	Sebastapistes	strongia	37287088
Myctophidae	Triphoturus	nigrescens	37122071
Centrolophidae	Tubbia	stewarti	37445019
Ambassidae	Ambassis	vachellii	37310002
Uranoscopidae	Ichthyscopus	sannio	37400022
Mugilidae	Paramugil	parmatus	37381015
Pseudochromidae	Pseudochromis	marshallensis	37313008
Tetraodontidae	Canthigaster	janthinoptera	37467040
Bothidae	Psettina	tosana	37460026
Pseudochromidae	Lubbockichthys	multisquamatus	37313022
Tripterygiidae	Brachynectes	fasciatus	37415001
Blenniidae	Xiphasia	setifer	37408001
Serranidae	Acanthistius	paxtoni	37311133
Polynemidae	Polydactylus	macrochir	37383005
Gobiidae	Myersina	nigrivirgata	37428194
Chaetodontidae	Chaetodon	lunulatus	37365059
Gerreidae	Gerres	subfasciatus	37349005
Apogonidae	Apogonichthys	ocellatus	37327080
Apogonidae	Cheilodipterus	macrodon	37327089
Serranidae	Cephalopholis	formosa	37311137
Pleuronectidae	Nematops	macrochirus	37461019
Pomacentridae	Chrysiptera	unimaculata	37372072
Holocentridae	Neoniphon	opercularis	37261018
Gobiidae	Priolepis	profunda	37428239
Apogonidae	Neamia	octospina	37327105
Pomacanthidae	Chaetodontoplus	conspicillatus	37365064
Cirrhitidae	Paracirrhites	hemistictus	37374011
Neoscopelidae	Neoscopelus	porosus	37121003
Atherinidae	Hypoatherina	tropicalis	37246035
Tetraodontidae	Tetractenos	hamiltoni	37467054
Tetraodontidae	Torquigener	andersonae	37467057
Blenniidae	Entomacrodus	decussatus	37408036
Tripterygiidae	Enneapterygius	larsonae	37415041
Clinidae	Heteroclinus	heptaeolus	37416010
Plotosidae	Paraplotosus	muelleri	37192022
Sciaenidae	Johnius	laevis	37354004
Macrouridae	Cetonurus	globiceps	37232029
Chaetodontidae	Chaetodon	baronessa	37365034
Pomacentridae	Neopomacentrus	bankieri	37372088
Eleotridae	Eleotris	acanthopomus	37429016
Gobiidae	Ctenogobiops	aurocingulus	37428106
Dasyatidae	Neotrygon	annotata	37035012
Urolophidae	Urolophus	paucimaculatus	37038004
Hemiramphidae	Hemiramphus	robustus	37234013
Monacanthidae	Eubalichthys	quadrispinis	37465032
Pomacentridae	Parma	occidentalis	37372094
Aracanidae	Anoplocapros	inermis	37466002
Carangidae	Craterognathus	plagiotaenia	37337070
Syngnathidae	Phyllopteryx	taeniolatus	37282002
Scorpaenidae	Scorpaenodes	steenei	37287079
Carangidae	Seriola	rivoliana	37337052
Mobulidae	Mobula	birostris	37041004
Clinidae	Cristiceps	australis	37416007
Macrouridae	Asthenomacrurus	victoris	37232038
Macrouridae	Ventrifossa	johnboborum	37232073
Etmopteridae	Etmopterus	evansi	37020030
Eleotridae	Philypnodon	macrostomus	37429047
Sillaginidae	Sillago	ingenuua	37330009
Syngnathidae	Solegnathus	spinosissimus	37282029
Carcharhinidae	Carcharhinus	brachyurus	37018001
Serranidae	Epinephelus	morrhua	37311151
Macrouridae	Coelorinchus	maurofasciatus	37232045
Heterodontidae	Heterodontus	galeatus	37007003
Emmelichthyidae	Plagiogeneion	macrolepis	37345002
Pleuronectidae	Rhombosolea	tapirina	37461003
Diceratiidae	Diceratias	bispinosus	37214001
Belonidae	Tylosurus	acus	37235011
Clinidae	Heteroclinus	adelaidae	37416008
Sternoptychidae	Polyipnus	kiwiensis	37107015
Holocentridae	Myripristis	kuntee	37261011
Sternoptychidae	Argyropelecus	gigas	37107005
Pomacanthidae	Paracentropyge	multifasciatus	37365029
Holocentridae	Sargocentron	melanospilos	37261026
Batrachoididae	Batrachomoeus	rubricephalus	37205009
Syngnathidae	Hypselognathus	rostratus	37282012
Paralepididae	Lestidium	longilucifer	37126007
Opistognathidae	Opistognathus	eximius	37388004
Carapidae	Onuxodon	parvibrachium	37229010
Labridae	Thalassoma	septemfasciatum	37384171
Acanthuridae	Naso	mcdadei	37437003
Carangidae	Caranx	tille	37337049
Dasyatidae	Pateobatis	jenkinsii	37035025
Belonidae	Tylosurus	gavialoides	37235002
Microdesmidae	Gunnellichthys	pleurotaenia	37435005
Chlopsidae	Kaupichthys	brachychirus	37059002
Lethrinidae	Gymnocranius	audleyi	37351018
Serranidae	Cephalopholis	boenak	37311008
Labridae	Coris	dorsomacula	37384093
Centrolophidae	Centrolophus	niger	37445004
Platycephalidae	Cymbacephalus	nematophthalmus	37296023
Platytroctidae	Platytroctes	apus	37115004
Bothidae	Engyprosopon	maldivensis	37460013
Blenniidae	Ecsenius	yaeyamaensis	37408033
Zeniontidae	Macrurocyttus	acanthopodus	37263003
Ariidae	Neoarius	berneyi	37188012
Gobiidae	Trimmatom	eviotops	37428274
Labridae	Macropharyngodon	kuiteri	37384135
Synaphobranchidae	Histiobranchus	bruuni	37070007
Sphyraenidae	Sphyraena	jello	37382004
Opistognathidae	Opistognathus	inornatus	37388002
Balistidae	Abalistes	stellatus	37465011
Acanthuridae	Prionurus	microlepidotus	37437035
Synodontidae	Saurida	filamentosa	37118006
Serranidae	Epinephelus	rankini	37311010
Lethrinidae	Gymnocranius	griseus	37351003
Gobiidae	Periophthalmus	takita	37428401
Gobiidae	Amblyeleotris	steinitzi	37428043
Notocheiridae	Iso	rhothophilus	37247001
Macrouridae	Squalogadus	modificatus	37232070
Congridae	Conger	wilsoni	37067001
Congridae	Gnathophis	umbrellabia	37067016
Echeneidae	Echeneis	naucrates	37336001
Synanceiidae	Minous	pictus	37287029
Gobiidae	Fusigobius	neophytus	37428146
Syngnathidae	Corythoichthys	haematopterus	37282048
Gobiidae	Trimmatom	nanus	37428276
Pomacentridae	Neoglyphidodon	polyacanthus	37372086
Muraenidae	Gymnothorax	minor	37060003
Monacanthidae	Cantheschenia	grandisquamis	37465052
Ostraciidae	Ostracion	rhinorhynchos	37466009
Gobiidae	Eviota	cometa	37428118
Clupeidae	Herklotsichthys	koningsbergeri	37085007
Eleotridae	Bostrychus	sinensis	37429011
Congridae	Gnathophis	castlei	37067029
Labridae	Halichoeres	hartzfeldii	37384191
Ophichthidae	Scolecenchelys	gymnota	37068020
Siganidae	Siganus	unimaculatus	37438015
Leiognathidae	Nuchequula	gerreoides	37341016
Mugilidae	Rhinomugil	nasutus	37381016
Stomiidae	Photostomias	liemi	37112005
Atherinidae	Atherinosoma	microstoma	37246001
Macrouridae	Coelorinchus	fasciatus	37232002
Chlamydoselachidae	Chlamydoselachus	anguineus	37006001
Cetorhinidae	Cetorhinus	maximus	37011001
Synodontidae	Synodus	tectus	37118026
Orectolobidae	Orectolobus	wardi	37013017
Lutjanidae	Paracaesio	stonei	37346053
Carcharhinidae	Triaenodon	obesus	37018038
Apogonidae	Ostorhinchus	rueppellii	37327040
Blenniidae	Omobranchus	anolius	37408058
Diodontidae	Diodon	nicthemerus	37469001
Clupeidae	Sardinella	melanura	37085033
Myctophidae	Diaphus	ostenfeldi	37122012
Antennariidae	Phyllophryne	scortea	37210015
Opisthoproctidae	Winteria	telescopa	37099003
Pentanchidae	Apristurus	platyrhynchus	37015015
Muraenidae	Gymnothorax	zonipectis	37060056
Ophichthidae	Phyllophichthus	xenodontus	37068033
Myctophidae	Lampadena	notialis	37122047
Neoscopelidae	Neoscopelus	microchir	37121002
Opisthoproctidae	Rhynchohyalus	natalensis	37099002
Plotosidae	Euristhmus	microceps	37192007
Scyliorhinidae	Cephaloscyllium	variegatum	37015031
Rajidae	Dipturus	gudgeri	37031010
Melanostomiidae	Photonectes	caerulescens	37109032
Myctophidae	Protomyctophum	normani	37122067
Myctophidae	Bolinichthys	indicus	37122074
Myctophidae	Diaphus	regani	37122090
Lethrinidae	Lethrinus	erythropterus	37351029
Malacanthidae	Branchiostegus	serratus	37331005
Plesiopidae	Trachinops	brauni	37316016
Squalidae	Squalus	crassispinus	37020039
Macrouridae	Coelorinchus	osipullus	37232128
Macrouridae	Coryphaenoides	fernandezianus	37232125
Macrouridae	Hymenocephalus	aterrimus	37232099
Myctophidae	Protomyctophum	parallelum	37122102
Myctophidae	Diaphus	mollis	37122038
Myctophidae	Diaphus	chrysorhynchus	37122083
Myctophidae	Benthosema	fibulatum	37122078
Myctophidae	Diaphus	garmani	37122084
Hemerocoetidae	Acanthaphritis	ozawai	37393007
Hemerocoetidae	Matsubaraea	fusiforme	37393017
Nemipteridae	Nemipterus	hexodon	37347014
Nemipteridae	Pentapodus	porosus	37347007
Nemipteridae	Nemipterus	theodorei	37347036
Berycidae	Beryx	decadactylus	37258001
Labridae	Chlorurus	rhakoura	37386037
Labridae	Chlorurus	bleekeri	37386011
Nemipteridae	Nemipterus	nematopus	37347002
Labridae	Scarus	frenatus	37386016
Labridae	Chlorurus	oedema	37386033
